Company Name,Rating,Role,Average Salary
Laqshya Media Pvt.,4.3,Data Scientist,700000.0
FCS Software Solutions,3.3,Data Scientist,1300000.0
SciKit Brain Technovative solutions,5.0,Data Scientist,500000.0
RagaAI,0.0,Data Scientist,1200000.0
Newgen Software,3.3,Data Scientist,1200000.0
Salescode.ai,0.0,Data Scientist,900000.0
Polaris,3.8,Data Scientist,3200000.0
Aita Consulting Services,4.5,Data Scientist,1200000.0
Prodotti Poliplastici,3.9,Data Scientist,500000.0
Neeraj Bhagat & Co.,4.2,Data Scientist,1200000.0
MiQ,3.9,Data Scientist,1500000.0
SGK,3.4,Data Scientist,600000.0
Ronak Group,4.7,Data Scientist,1100000.0
GoDutch Marketing,4.2,Data Scientist,400000.0
Safeducate Institute of Learning,2.8,Data Scientist,2900000.0
"The Associated Students, CSU Fullerton",4.4,Data Scientist,800000.0
ICL Systems,4.6,Data Scientist,1500000.0
Visvesvaraya Technological University,4.3,Data Scientist,500000.0
GGK Tech,3.7,Data Scientist,1000000.0
Imperial College London,4.3,Data Scientist,700000.0
SBI General Insurance,3.6,Data Scientist,600000.0
HyperWorks Imaging,5.0,Data Scientist,1500000.0
Ravinia Music Festival,3.7,Data Scientist,400000.0
Narendra,4.2,Data Scientist,700000.0
Xtage Technologies,3.7,Data Scientist,1100000.0
Pexitics,5.0,Data Scientist,1200000.0
AnywhereWorks,3.9,Data Scientist,1000000.0
Panera Bread,3.3,Data Scientist,1000000.0
Indian Cyber Security Solutions,3.6,Data Scientist,200000.0
Vijaya Bank,3.9,Data Scientist,1200000.0
drivebuddyAI,3.9,Data Scientist,1100000.0
Hionix,2.7,Data Scientist,600000.0
Pramata,4.4,Data Scientist,600000.0
Parexel,4.0,Data Scientist,2000000.0
IBM,4.0,Data Scientist,500000.0
YouCreate Technologies,5.0,Data Scientist,900000.0
Hexal,3.9,Data Scientist,600000.0
Athexa Infosolutions,4.0,Data Scientist,400000.0
Robertshaw,3.8,Data Scientist,300000.0
edwisor,3.4,Data Scientist,500000.0
Varco Pruden Buildings,3.1,Data Scientist,1100000.0
Nothing,3.9,Data Scientist,1200000.0
Kavyant Technologies,4.9,Data Scientist,600000.0
XYZ,3.8,Data Scientist,9800000.0
Beno Staffing,2.0,Data Scientist,900000.0
Namaste Credit,4.0,Data Scientist,800000.0
Eqlizer Softech,0.0,Data Scientist,1400000.0
Reckitt,3.8,Data Scientist,2200000.0
Syniti,4.2,Data Scientist,700000.0
OpsCruise,5.0,Data Scientist,1500000.0
Latitude Fintech,3.7,Data Scientist,1000000.0
Kohler Co.,3.7,Data Scientist,1100000.0
Zedd Customer Solutions,3.2,Data Scientist,500000.0
Mercedes-Benz Research & Development North America,3.6,Data Scientist,200000.0
Pivosys Technologies,5.0,Data Scientist,900000.0
Ceremorphic,3.8,Data Scientist,1200000.0
Adani Group,3.9,Data Scientist,1200000.0
Ziafa Technologies,4.6,Data Scientist,600000.0
Promaestro Techsource,4.3,Data Scientist,1500000.0
Deutsche Bank,3.9,Data Scientist,1500000.0
Cardlytics,3.2,Data Scientist,2000000.0
CSSI Global Technologies,4.6,Data Scientist,800000.0
Giftiicon,3.0,Data Scientist,800000.0
Kroll,3.7,Data Scientist,1100000.0
2COMS,3.4,Data Scientist,2200000.0
Hasbro,3.7,Data Scientist,400000.0
Deep Electric,4.0,Data Scientist,800000.0
Olam,3.8,Data Scientist,700000.0
VIT Infotech,3.6,Data Scientist,900000.0
Srivenk Soft Solutions,4.3,Data Scientist,600000.0
myCOL,0.0,Data Scientist,1600000.0
Vserv Digital Services,3.8,Data Scientist,2000000.0
Spikewell,3.2,Data Scientist,1100000.0
Cogoport,4.1,Data Scientist,1100000.0
Pavana USA,0.0,Data Scientist,600000.0
HighRadius,3.7,Data Scientist,800000.0
Amir Chand Jagdish Kumar (Exports),4.0,Data Scientist,600000.0
Infinite Analytics,2.6,Data Scientist,2500000.0
IIT Kharagpur,4.4,Data Scientist,200000.0
foundit,4.0,Data Scientist,900000.0
Reputation,4.1,Data Scientist,1500000.0
RapiPay Fintech,4.2,Data Scientist,800000.0
Ragle,2.9,Data Scientist,800000.0
Vipul,4.3,Data Scientist,1000000.0
Credicxo,3.6,Data Scientist,600000.0
Synechron,4.3,Data Scientist,1900000.0
Viacom 18,3.7,Data Scientist,700000.0
DIMTS,2.9,Data Scientist,2100000.0
FarMart,4.6,Data Scientist,1700000.0
BidMath,4.1,Data Scientist,1000000.0
IITS,4.0,Data Scientist,600000.0
Vermeer,4.4,Data Scientist,400000.0
DGK,5.0,Data Scientist,6700000.0
Conga,3.8,Data Scientist,1200000.0
Motifworks,4.4,Data Scientist,1000000.0
Blink Digital (India),4.1,Data Scientist,400000.0
CGI,3.9,Data Scientist,400000.0
Levi Strauss,3.9,Data Scientist,500000.0
Cognizant Technology Solutions,3.8,Data Scientist,200000.0
eTeam,4.2,Data Scientist,300000.0
Ivy,4.1,Data Scientist,2000000.0
Uthavi Thogai - Indian Scholarship Portal,0.0,Data Scientist,500000.0
MakroCare,4.1,Data Scientist,5800000.0
HealthifyMe,3.5,Data Scientist,600000.0
Snap,3.9,Data Scientist,4400000.0
Tranzmeo,4.6,Data Scientist,200000.0
3M,3.8,Data Scientist,900000.0
Cognizant Microsoft Business Group,3.3,Data Scientist,1000000.0
P99soft,4.9,Data Scientist,400000.0
Perceptive Analytics,3.4,Data Scientist,4800000.0
Shogini Technoarts,4.4,Data Scientist,400000.0
Crowe LLP,3.9,Data Scientist,1600000.0
Bookmyshow,3.7,Data Scientist,3000000.0
Perpule,3.9,Data Scientist,1300000.0
Impressico Business Solutions,4.6,Data Scientist,800000.0
entomo,3.8,Data Scientist,300000.0
Grant Thornton,3.9,Data Scientist,1000000.0
noon,3.8,Data Scientist,600000.0
Biocon,3.7,Data Scientist,500000.0
SelfEmployed.com,4.4,Data Scientist,600000.0
Ithink Technologies,4.7,Data Scientist,300000.0
Spottabl,4.2,Data Scientist,300000.0
Fractal Analytica,5.0,Data Scientist,2500000.0
KOGO Tech Labs,3.7,Data Scientist,600000.0
LYNK,2.8,Data Scientist,1100000.0
MAN Truck & Bus,3.9,Data Scientist,800000.0
IIT Delhi,4.4,Data Scientist,6000000.0
Yugasa Software Labs,4.4,Data Scientist,600000.0
Lentra AI,4.2,Data Scientist,1400000.0
Quantium,4.0,Data Scientist,1700000.0
EdgeVerve Systems,3.8,Data Scientist,1200000.0
Gitanjali,4.4,Data Scientist,200000.0
Rakesh Mehra,3.6,Data Scientist,600000.0
NICE,4.1,Data Scientist,1600000.0
YDI Solutions,5.0,Data Scientist,400000.0
Bird Analytics,5.0,Data Scientist,200000.0
Ring,3.0,Data Scientist,900000.0
PHFI,4.1,Data Scientist,1700000.0
INDRASOL,5.0,Data Scientist,400000.0
The Private Sector Group,4.5,Data Scientist,1400000.0
BigTapp,4.2,Data Scientist,1300000.0
Karvy Analytics,1.8,Data Scientist,200000.0
Chai Tai,4.0,Data Scientist,300000.0
Gibots,3.2,Data Scientist,400000.0
ATPCO,3.5,Data Scientist,2100000.0
Samsung Electronics,3.8,Data Scientist,100000.0
WaveMaker,4.0,Data Scientist,1300000.0
Q Management,4.3,Data Scientist,100000.0
Neal Analytics,3.6,Data Scientist,1500000.0
Arcadix,4.2,Data Scientist,600000.0
Raksha Health Insurance TPA,3.0,Data Scientist,200000.0
Skan Institute,5.0,Data Scientist,1000000.0
DynPro,3.6,Data Scientist,1500000.0
Aureus Analytics,4.5,Data Scientist,1100000.0
Dhwani Rural Information Systems,4.2,Data Scientist,500000.0
Nucleus Software Exports,3.7,Data Scientist,300000.0
Loubac Top Environmental,4.4,Data Scientist,1200000.0
Rapt Technologies,0.0,Data Scientist,1300000.0
RAJA Group,3.8,Data Scientist,2000000.0
MapmyIndia,3.7,Data Scientist,1000000.0
TIBCO Software,3.8,Data Scientist,1100000.0
Vikash Group Of Institutions,2.7,Data Scientist,1000000.0
Hyperthink Systems,3.9,Data Scientist,1000000.0
TBM Technologies Pvt,4.0,Data Scientist,500000.0
Mastercard,4.3,Data Scientist,9600000.0
Nykaa,3.3,Data Scientist,2900000.0
Green agrevolution,4.3,Data Scientist,2200000.0
Future Generali,3.8,Data Scientist,600000.0
Achala Solutions,4.1,Data Scientist,1600000.0
Spotflock Technologies,4.3,Data Scientist,500000.0
Dataquarter Technologies,4.3,Data Scientist,900000.0
Smith & Sovik,3.9,Data Scientist,1000000.0
CRE Matrix,4.3,Data Scientist,1300000.0
Umitas Technologies,4.4,Data Scientist,600000.0
Monge & Associates,4.6,Data Scientist,200000.0
We Are Novella,0.0,Data Scientist,800000.0
Valiance Partners,4.4,Data Scientist,1700000.0
ABC,3.9,Data Scientist,9600000.0
Aiml Data Analytics Solutions,4.0,Data Scientist,1700000.0
Transnet System,4.0,Data Scientist,500000.0
Mid North Coast Local Health District,4.0,Data Scientist,600000.0
CoBot Systems,4.7,Data Scientist,900000.0
Anna University,3.8,Data Scientist,1900000.0
Ultramatics,2.8,Data Scientist,200000.0
ISC IT Services,2.6,Data Scientist,1100000.0
Seagate Technology,3.7,Data Scientist,2400000.0
Veron Technologies,4.5,Data Scientist,1000000.0
ABC,3.9,Data Scientist,3100000.0
Ahaka Solutions,4.6,Data Scientist,800000.0
YASH Technologies,3.8,Data Scientist,700000.0
Chola MS General Insurance Company,3.6,Data Scientist,600000.0
Loanwalle,4.4,Data Scientist,400000.0
Utopia,3.8,Data Scientist,1000000.0
PROCESSMINER,3.5,Data Scientist,1500000.0
Simple Lecture,4.8,Data Scientist,500000.0
System Plus,3.7,Data Scientist,300000.0
Natrinai Technologies Private,4.4,Data Scientist,1000000.0
Pristine Infotech,4.0,Data Scientist,1200000.0
Intelliswift,4.2,Data Scientist,1300000.0
Junglee Games,4.3,Data Scientist,1200000.0
Carelon Global Solutions,3.7,Data Scientist,2100000.0
Tech Holding,4.2,Data Scientist,600000.0
Dainik Bhaskar,3.6,Data Scientist,700000.0
Sagar Software Solutions,3.6,Data Scientist,200000.0
Pune Institute of Computer Technology,4.4,Data Scientist,500000.0
8K Miles Software Services,3.3,Data Scientist,1400000.0
SelotSoft,3.6,Data Scientist,2000000.0
Citicorp Services India,3.9,Data Scientist,1100000.0
Ajeenkya DY Patil University,2.9,Data Scientist,400000.0
RateGain,3.9,Data Scientist,1200000.0
KnowDis Data Science,4.3,Data Scientist,1000000.0
ZoodMall,4.3,Data Scientist,1000000.0
Tower Research Capital,4.0,Data Scientist,1200000.0
TomTom,4.2,Data Scientist,600000.0
Harbor Freight Tools,3.8,Data Scientist,200000.0
Powerwin Energy Solutions,5.0,Data Scientist,700000.0
Zeno Health,3.7,Data Scientist,2900000.0
Jigsaw Academy,3.8,Data Scientist,500000.0
Cosmo,3.4,Data Scientist,300000.0
St. Joseph's College (Bangalore),3.6,Data Scientist,400000.0
ExperienceFlow,3.5,Data Scientist,800000.0
J & J Construction,4.3,Data Scientist,5300000.0
Kubric,3.8,Data Scientist,1800000.0
Aadi,3.8,Data Scientist,500000.0
Sun Life,3.7,Data Scientist,3400000.0
Data Axle,4.3,Data Scientist,1900000.0
"ARKRAY USA, Inc.",3.0,Data Scientist,1800000.0
TheMathCompany,4.1,Data Scientist,1400000.0
Ola,3.0,Data Scientist,2400000.0
Eko India Financial Services,3.1,Data Scientist,2300000.0
Globeminds Technologies,4.5,Data Scientist,500000.0
Institute of Engineering & Management,3.5,Data Scientist,1700000.0
Vitra.ai,3.6,Data Scientist,700000.0
Kirana Club,1.0,Data Scientist,700000.0
Manasa,4.5,Data Scientist,700000.0
Lobo Staffing Solutions,3.6,Data Scientist,800000.0
Aqusag Technologies,4.7,Data Scientist,500000.0
Alackrity Consols,3.7,Data Scientist,400000.0
Schweitzer Engineering Laboratories,4.1,Data Scientist,600000.0
DuckerFrontier,3.5,Data Scientist,800000.0
MyNextHire,4.1,Data Scientist,300000.0
Twimbit,4.4,Data Scientist,600000.0
TrueBees Technologies,4.3,Data Scientist,600000.0
Razor Group,3.2,Data Scientist,2100000.0
UangTeman,3.2,Data Scientist,600000.0
HDFC Standard Life,3.5,Data Scientist,800000.0
"Ministry of Railways, Government of India",3.8,Data Scientist,2000000.0
FogHorn Systems,4.3,Data Scientist,2300000.0
TeamScale,4.3,Data Scientist,1500000.0
Infosys,3.3,Data Scientist,9600000.0
Datafoundry,3.7,Data Scientist,1200000.0
CONZUMEX INDUSTRIES,4.2,Data Scientist,800000.0
Sciensus,3.7,Data Scientist,1200000.0
Techlene Software Solutions,4.2,Data Scientist,600000.0
AI Variant,4.2,Data Scientist,400000.0
Josh Technology Group,3.9,Data Scientist,600000.0
Razer,4.0,Data Scientist,1200000.0
IKS Health,3.4,Data Scientist,1100000.0
Data is Good,4.8,Data Scientist,700000.0
Iksula,4.2,Data Scientist,900000.0
SunEdison,3.0,Data Scientist,1600000.0
Fresherworld.com,4.0,Data Scientist,400000.0
Sonasoft,3.4,Data Scientist,1400000.0
Manthan Studio,1.1,Data Scientist,1000000.0
INEOS,3.5,Data Scientist,400000.0
Tecture Business Solutions,3.1,Data Scientist,700000.0
TetraSoft,3.5,Data Scientist,1000000.0
AIS Mobile Apps,0.0,Data Scientist,1200000.0
Muthu & Co.,4.4,Data Scientist,1200000.0
Licious,3.9,Data Scientist,1200000.0
Sandor,3.5,Data Scientist,600000.0
TekFriday Processing Solutions,4.7,Data Scientist,700000.0
SkyLab IT Solution,0.0,Data Scientist,1400000.0
Abhijeet Group,3.4,Data Scientist,500000.0
Motherson Technology Services,3.5,Data Scientist,1000000.0
Shubh Solutions,3.4,Data Scientist,1100000.0
Bagcampus,4.0,Data Scientist,200000.0
IIFL,4.0,Data Scientist,700000.0
Viajes,3.5,Data Scientist,800000.0
Reckonsys,4.6,Data Scientist,700000.0
Griffyn Robotech,4.0,Data Scientist,1600000.0
XYZ,3.7,Data Scientist,300000.0
SDS Fin Advisory,0.0,Data Scientist,1200000.0
Global Mantra Innovations,3.5,Data Scientist,200000.0
US Tech Solutions,4.0,Data Scientist,2900000.0
Perfios Software,4.1,Data Scientist,1900000.0
GyanSys,3.5,Data Scientist,1800000.0
Akash Enterprises,4.2,Data Scientist,800000.0
GfK,3.6,Data Scientist,400000.0
NaviRisk Consulting,4.6,Data Scientist,600000.0
GoodWorkLabs Services,4.5,Data Scientist,1100000.0
Open Systems Technologies,4.0,Data Scientist,900000.0
Multiscale Technologies,1.0,Data Scientist,700000.0
Mahindra Finance,4.0,Data Scientist,500000.0
Amplify Analytix,4.8,Data Scientist,1000000.0
AGS Infotech limited,4.2,Data Scientist,600000.0
Rahul Industries,4.0,Data Scientist,6000000.0
Nothing Something,4.3,Data Scientist,500000.0
BioXcel Corporation,3.3,Data Scientist,700000.0
SprintAI,5.0,Data Scientist,1400000.0
Meralco,4.3,Data Scientist,700000.0
AAP,4.1,Data Scientist,300000.0
Avantsy Technologies,3.0,Data Scientist,700000.0
GenInvo,4.4,Data Scientist,1500000.0
Iimjobs.com,3.9,Data Scientist,3400000.0
Sharekhan,4.0,Data Scientist,1400000.0
HDFC Ergo,3.6,Data Scientist,300000.0
ADQ Services,4.7,Data Scientist,400000.0
Nivass IT Solutions,4.4,Data Scientist,800000.0
Pegasystems,3.8,Data Scientist,1200000.0
Skillmine Technology Consulting,4.6,Data Scientist,1700000.0
Bridgetree,3.6,Data Scientist,1000000.0
Uvionics Tech,3.9,Data Scientist,200000.0
Arpita Fashions- Sumiths,3.5,Data Scientist,1600000.0
Synergy Marine Group,4.4,Data Scientist,1500000.0
LayerIV,5.0,Data Scientist,1300000.0
Analytics Saves at Work,4.0,Data Scientist,1100000.0
Xcelserv,4.9,Data Scientist,200000.0
Unifytech,3.7,Data Scientist,300000.0
Ecolab Digital Center,3.8,Data Scientist,1500000.0
Silicon Valley Bank,4.3,Data Scientist,600000.0
Hyundai Motor,3.9,Data Scientist,1000000.0
D-Mart,3.9,Data Scientist,300000.0
Televisory,2.8,Data Scientist,1300000.0
Aays Analytics,4.8,Data Scientist,1200000.0
Samsung C&T,3.9,Data Scientist,700000.0
ChartRequest,3.8,Data Scientist,1700000.0
TuringMinds.Ai,2.6,Data Scientist,4800000.0
Amazon Development Centre,4.0,Data Scientist,4000000.0
IndiGo,3.7,Data Scientist,1400000.0
Navikenz,4.7,Data Scientist,2700000.0
Daten & Wissen,4.5,Data Scientist,500000.0
Mindbody,3.3,Data Scientist,1200000.0
Marktine,4.8,Data Scientist,1200000.0
ShortHills Tech,4.7,Data Scientist,1900000.0
NetApp,4.1,Data Scientist,600000.0
Course Hero,4.3,Data Scientist,1100000.0
PLM Nordic,4.3,Data Scientist,500000.0
Intellicrats Infosolutions,3.9,Data Scientist,1000000.0
ninjacart,4.2,Data Scientist,600000.0
Sahaj Software Solutions,4.7,Data Scientist,900000.0
Infocusp,4.7,Data Scientist,1500000.0
Danalitic,4.4,Data Scientist,1700000.0
Orkash Services,3.5,Data Scientist,900000.0
TechVantage Systems,4.9,Data Scientist,700000.0
Prodigal Technologies,4.8,Data Scientist,1500000.0
Lovely Professional University,4.0,Data Scientist,1800000.0
M2P Fintech,4.2,Data Scientist,1000000.0
Predictly,5.0,Data Scientist,500000.0
Poornima Group of Colleges,4.0,Data Scientist,800000.0
Torrent Pharmaceuticals,3.9,Data Scientist,400000.0
Jet2.com and Jet2holidays,4.2,Data Scientist,600000.0
Victoria's Secret,3.5,Data Scientist,2100000.0
Yashoda Hospital,3.4,Data Scientist,400000.0
AgNext Technologies,3.6,Data Scientist,700000.0
inlogic Technologies,3.2,Data Scientist,2400000.0
Cummins,4.2,Data Scientist,900000.0
Revelar Software Solutions,5.0,Data Scientist,400000.0
Token Metrics Media,3.2,Data Scientist,2400000.0
People Tech Group,3.2,Data Scientist,400000.0
no/one,3.8,Data Scientist,300000.0
Kinetix Trading Solutions,3.3,Data Scientist,500000.0
Moglix,3.9,Data Scientist,1300000.0
The Fresh Market,3.1,Data Scientist,300000.0
Way Dot Com,4.1,Data Scientist,2900000.0
GFuture Tech,4.3,Data Scientist,500000.0
Acidaes Solutions,3.0,Data Scientist,800000.0
American Language Communication Center,2.4,Data Scientist,1000000.0
GrowthSpree,4.4,Data Scientist,600000.0
Anil Patil Consultants,3.0,Data Scientist,3000000.0
Dexninja,4.7,Data Scientist,2100000.0
Dar Group,3.5,Data Scientist,800000.0
Emergya Wind Technologies,3.5,Data Scientist,600000.0
Rego Digital Solutions,4.0,Data Scientist,600000.0
Gooch & Housego,3.2,Data Scientist,1000000.0
Attentive AI,4.6,Data Scientist,900000.0
Crytonix Solutions,5.0,Data Scientist,500000.0
Emorphis,4.0,Data Scientist,900000.0
Raj Engineering,3.9,Data Scientist,300000.0
Leap Green Energy,2.2,Data Scientist,300000.0
The Alacer Group,4.1,Data Scientist,1600000.0
Mas Solutions,5.0,Data Scientist,1300000.0
Karan,4.0,Data Scientist,200000.0
WellPoint,3.8,Data Scientist,1900000.0
RMS,4.2,Data Scientist,300000.0
Naresh i Technologies,4.5,Data Scientist,100000.0
Attivo Networks,4.5,Data Scientist,1000000.0
TVS Electronics,4.4,Data Scientist,800000.0
Dr. Muhammed A. Munir,2.8,Data Scientist,500000.0
IDK,3.9,Data Scientist,600000.0
SculptSoft,4.5,Data Scientist,700000.0
NIKI,3.9,Data Scientist,500000.0
A/Z,3.7,Data Scientist,1100000.0
NLP Technologies,2.0,Data Scientist,600000.0
Techvedic,4.0,Data Scientist,500000.0
CAPA - Centre for Aviation,2.7,Data Scientist,6000000.0
CoffeeBeans Consulting,4.3,Data Scientist,700000.0
Progress,4.1,Data Scientist,1100000.0
Kritrim,4.5,Data Scientist,800000.0
Avian Acquisition,0.0,Data Scientist,1400000.0
Scalein,0.0,Data Scientist,1500000.0
Trignodev Software,4.1,Data Scientist,500000.0
Prompt Softech,4.4,Data Scientist,500000.0
DexLab Analytics,4.3,Data Scientist,800000.0
BuddhiMed Technologies,4.3,Data Scientist,1300000.0
MST,2.4,Data Scientist,500000.0
Datycs,5.0,Data Scientist,900000.0
BOSE PRODUCT,5.0,Data Scientist,600000.0
LIBSYS (India),2.6,Data Scientist,1800000.0
TT Consultants,3.9,Data Scientist,600000.0
Fresherworld.com,4.0,Data Scientist,1200000.0
ION Trading,2.9,Data Scientist,1100000.0
Odisoft Technology,3.7,Data Scientist,400000.0
Infodat International,3.7,Data Scientist,900000.0
Good Club,4.7,Data Scientist,1000000.0
CareerNet Consulting,3.8,Data Scientist,2400000.0
Boston IT Solutions,4.2,Data Scientist,600000.0
SirionLabs,3.8,Data Scientist,3000000.0
Saipem,3.7,Data Scientist,800000.0
Indian Institute of Science,4.5,Data Scientist,2000000.0
Abhimanu,4.5,Data Scientist,3100000.0
Clairvolex,4.3,Data Scientist,1600000.0
Malik Girish Anand,3.7,Data Scientist,200000.0
Natwest,3.8,Data Scientist,2700000.0
GoodLife Fitness,3.7,Data Scientist,1400000.0
Techno Comp,4.4,Data Scientist,1000000.0
Speed TechServe,3.4,Data Scientist,700000.0
Walmart Global Tech,3.9,Data Scientist,500000.0
Xcaliber Infotech,3.6,Data Scientist,600000.0
MNC(Indonesia),3.3,Data Scientist,600000.0
DasDas,4.1,Data Scientist,4400000.0
TCS,3.9,Data Scientist,400000.0
BrandIdea Consultancy,3.1,Data Scientist,700000.0
Humsys,2.0,Data Scientist,1400000.0
Rehlat,3.7,Data Scientist,1200000.0
smartSense Consulting Solutions,4.9,Data Scientist,600000.0
Quintessence Business Solutions & Services,3.9,Data Scientist,300000.0
Planit,3.6,Data Scientist,700000.0
Invendis Technologies India,3.8,Data Scientist,1500000.0
Goldman Sachs,3.9,Data Scientist,500000.0
Deepija Telecom,4.6,Data Scientist,1600000.0
Toyota North America,3.9,Data Scientist,900000.0
"Government of India, Department of Space, Indian Space Research Organisation",4.2,Data Scientist,100000.0
Stellar Informatics,3.3,Data Scientist,300000.0
IDC (International Data Corporation),4.0,Data Scientist,500000.0
Mu Sigma,3.5,Data Scientist,7700000.0
FIGHTRIGHT Technologies,5.0,Data Scientist,700000.0
Sleepiz,3.9,Data Scientist,900000.0
Harry's,3.8,Data Scientist,600000.0
Proziod,4.1,Data Scientist,500000.0
Iron Mountain,3.7,Data Scientist,1200000.0
Sigmoid,4.0,Data Scientist,1200000.0
Scopt Analytics,0.0,Data Scientist,1400000.0
Blah,3.9,Data Scientist,1000000.0
Assetplus Consulting,4.3,Data Scientist,600000.0
Lacritz AI,4.7,Data Scientist,2600000.0
Reliance Industries,3.9,Data Scientist,1000000.0
Great Lakes Water Authority,3.2,Data Scientist,600000.0
Smarter BIZ Technologies,3.3,Data Scientist,500000.0
Qliken Technologies,3.6,Data Scientist,1500000.0
Multi Recruit,4.4,Data Scientist,1900000.0
Toyota Motor Europe,3.8,Data Scientist,2900000.0
DONE by NONE,4.0,Data Scientist,1000000.0
Object Technology Solutions,4.4,Data Scientist,1700000.0
"St. Ann's Higher Secondary School (Indore, India)",0.0,Data Scientist,5800000.0
Cemtics,4.5,Data Scientist,600000.0
"DINESH KHANNA, M.D., P.A.",3.7,Data Scientist,1200000.0
MistEO,5.0,Data Scientist,1500000.0
University of Pune,3.8,Data Scientist,1000000.0
Vardhaman College of Engineering,3.5,Data Scientist,9700000.0
Think360.ai,4.2,Data Scientist,600000.0
bipp,4.3,Data Scientist,3000000.0
Tricog Health Services,4.5,Data Scientist,700000.0
ProArch,4.4,Data Scientist,400000.0
Wiprotec,3.7,Data Scientist,400000.0
BayesLabs,4.1,Data Scientist,600000.0
Okarango Data Technologies,4.3,Data Scientist,800000.0
Oyo Life,3.2,Data Scientist,2900000.0
DataOrb,4.3,Data Scientist,1700000.0
IHub IT Solutions,4.5,Data Scientist,600000.0
Addvic,4.1,Data Scientist,900000.0
Whirldata,4.1,Data Scientist,400000.0
LandTech,4.1,Data Scientist,700000.0
ManCorp Innovation Labs,3.6,Data Scientist,100000.0
Wingify,3.6,Data Scientist,2000000.0
FPL Technologies,4.2,Data Scientist,2300000.0
Glance Creative,4.3,Data Scientist,1800000.0
Providence,3.6,Data Scientist,1900000.0
Abilitec systems,0.0,Data Scientist,700000.0
Labcorp,3.7,Data Scientist,400000.0
Akamai,4.5,Data Scientist,1800000.0
Jio,3.8,Data Scientist,900000.0
eClinicalWorks,4.0,Data Scientist,1200000.0
Himanshu Softtech,4.0,Data Scientist,600000.0
Argoid,4.5,Data Scientist,900000.0
GeekLurn,4.7,Data Scientist,600000.0
Kärcher,3.4,Data Scientist,300000.0
IntelliPredikt Technologies,5.0,Data Scientist,600000.0
Accretive Wiz@work Consultants,0.0,Data Scientist,1300000.0
IDS Infotech Limited,3.7,Data Scientist,800000.0
Workruit,4.7,Data Scientist,1500000.0
Kelp Global,5.0,Data Scientist,1100000.0
Engagely,2.3,Data Scientist,900000.0
Dun & Bradstreet,3.9,Data Scientist,2000000.0
Amnet Systems Private,4.2,Data Scientist,700000.0
qbeats,3.0,Data Scientist,500000.0
eClerx,3.6,Data Scientist,700000.0
Trellance,2.5,Data Scientist,600000.0
Tredence,4.1,Data Scientist,6100000.0
World Health Organization,4.1,Data Scientist,100000.0
Mahesh Kale,0.0,Data Scientist,500000.0
Salesforce,4.1,Data Scientist,200000.0
TAFE,3.7,Data Scientist,200000.0
BlueStacks,3.2,Data Scientist,1800000.0
Cognizant,3.8,Data Scientist,400000.0
KPMG,3.8,Data Scientist,3900000.0
Hauk Kruse & Associates,4.3,Data Scientist,1700000.0
Mobius Knowledge Services,3.3,Data Scientist,500000.0
FN MathLogic Consulting Services,3.0,Data Scientist,500000.0
Staunch It Solutions (India),3.9,Data Scientist,1500000.0
CyberCoders,4.2,Data Scientist,500000.0
Maharshi,3.0,Data Scientist,800000.0
i2o Retail,4.0,Data Scientist,1700000.0
ElasticRun,3.8,Data Scientist,1400000.0
City Bank,4.3,Data Scientist,800000.0
GPS Infotech,5.0,Data Scientist,1300000.0
Pluralsight,3.4,Data Scientist,1800000.0
Endless Gain,4.9,Data Scientist,2300000.0
MetFlux,1.0,Data Scientist,700000.0
Marshan Technologies,3.0,Data Scientist,600000.0
Syngene International Limited,3.7,Data Scientist,400000.0
Wet Seal,3.3,Data Scientist,2600000.0
Aspire Technology Solutions,4.1,Data Scientist,4900000.0
adidas,3.9,Data Scientist,3400000.0
NJVC,3.0,Data Scientist,500000.0
Aizant Global Analytics,4.0,Data Scientist,500000.0
MSD,4.2,Data Scientist,1200000.0
Siemens Gamesa,3.9,Data Scientist,2900000.0
Silfra Technologies,2.9,Data Scientist,800000.0
Tuzen Technologies,3.8,Data Scientist,700000.0
Saama,4.1,Data Scientist,800000.0
Oceanic Pharmachem,4.5,Data Scientist,600000.0
Palas Hospitality,3.1,Data Scientist,1800000.0
Clari,4.6,Data Scientist,2400000.0
Tata Health,4.2,Data Scientist,1200000.0
Digitap.ai,4.5,Data Scientist,1600000.0
Cholamandalam Investment & Finance,3.9,Data Scientist,1100000.0
Bombinate Technologies,3.9,Data Scientist,2400000.0
Groupon,3.2,Data Scientist,2000000.0
Stat Decision Labs,2.2,Data Scientist,800000.0
Dehaat,4.3,Data Scientist,2300000.0
Nexdigm,3.6,Data Scientist,1200000.0
Blume Global,3.2,Data Scientist,1000000.0
Jet,3.7,Data Scientist,400000.0
Wittybrains Software Technologies,3.9,Data Scientist,900000.0
Sun Industrial Automation & Solutions,3.3,Data Scientist,100000.0
Williams International,3.9,Data Scientist,200000.0
Equinor,4.1,Data Scientist,2700000.0
Evive,3.1,Data Scientist,1200000.0
Rently Software Development,3.0,Data Scientist,300000.0
Optus Research & Analytics,4.1,Data Scientist,500000.0
Kalosbyte Systems,4.6,Data Scientist,400000.0
Mubea,3.5,Data Scientist,500000.0
Rashi Information Services,3.5,Data Scientist,400000.0
Practo Technologies,3.7,Data Scientist,1800000.0
Brain's Language,4.0,Data Scientist,700000.0
